"year","lifehistory","iteration","Rest","SigmaR","Fscen","variable","true"
37,"short_slow",1,"om","Deterministic","F1","Depletion",0.602842
37,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
37,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
37,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
37,"short_slow",1,"om","Deterministic","F1","LN_R0",10
37,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
37,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
37,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
38,"short_slow",1,"om","Deterministic","F1","SSB",25568.9
38,"short_slow",1,"om","Deterministic","F1","Recruit",20331.4
38,"short_slow",1,"om","Deterministic","F1","SPR",0.404361
38,"short_slow",1,"om","Deterministic","F1","F",0.110967
38,"short_slow",1,"om","Deterministic","F1","Depletion",0.562544
38,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
38,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
38,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
38,"short_slow",1,"om","Deterministic","F1","LN_R0",10
38,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
38,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
38,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
39,"short_slow",1,"om","Deterministic","F1","SSB",23825.5
39,"short_slow",1,"om","Deterministic","F1","Recruit",20073.2
39,"short_slow",1,"om","Deterministic","F1","SPR",0.382693
39,"short_slow",1,"om","Deterministic","F1","F",0.118665
39,"short_slow",1,"om","Deterministic","F1","Depletion",0.524186
39,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
39,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
39,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
39,"short_slow",1,"om","Deterministic","F1","LN_R0",10
39,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
39,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
39,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
40,"short_slow",1,"om","Deterministic","F1","SSB",22180.8
40,"short_slow",1,"om","Deterministic","F1","Recruit",19799.7
40,"short_slow",1,"om","Deterministic","F1","SPR",0.362777
40,"short_slow",1,"om","Deterministic","F1","F",0.126214
40,"short_slow",1,"om","Deterministic","F1","Depletion",0.488001
40,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
40,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
40,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
40,"short_slow",1,"om","Deterministic","F1","LN_R0",10
40,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
40,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
40,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
41,"short_slow",1,"om","Deterministic","F1","SSB",20640
41,"short_slow",1,"om","Deterministic","F1","Recruit",19512.2
41,"short_slow",1,"om","Deterministic","F1","SPR",0.344428
41,"short_slow",1,"om","Deterministic","F1","F",0.133617
41,"short_slow",1,"om","Deterministic","F1","Depletion",0.454102
41,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
41,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
41,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
41,"short_slow",1,"om","Deterministic","F1","LN_R0",10
41,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
41,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
41,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
42,"short_slow",1,"om","Deterministic","F1","SSB",19204.1
42,"short_slow",1,"om","Deterministic","F1","Recruit",19211.9
42,"short_slow",1,"om","Deterministic","F1","SPR",0.327484
42,"short_slow",1,"om","Deterministic","F1","F",0.140878
42,"short_slow",1,"om","Deterministic","F1","Depletion",0.422512
42,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
42,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
42,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
42,"short_slow",1,"om","Deterministic","F1","LN_R0",10
42,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
42,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
42,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
43,"short_slow",1,"om","Deterministic","F1","SSB",17871.2
43,"short_slow",1,"om","Deterministic","F1","Recruit",18900.1
43,"short_slow",1,"om","Deterministic","F1","SPR",0.311802
43,"short_slow",1,"om","Deterministic","F1","F",0.148
43,"short_slow",1,"om","Deterministic","F1","Depletion",0.393186
43,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
43,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
43,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
43,"short_slow",1,"om","Deterministic","F1","LN_R0",10
43,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
43,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
43,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
44,"short_slow",1,"om","Deterministic","F1","SSB",16637.1
44,"short_slow",1,"om","Deterministic","F1","Recruit",18577.9
44,"short_slow",1,"om","Deterministic","F1","SPR",0.29726
44,"short_slow",1,"om","Deterministic","F1","F",0.154987
44,"short_slow",1,"om","Deterministic","F1","Depletion",0.366034
44,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
44,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
44,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
44,"short_slow",1,"om","Deterministic","F1","LN_R0",10
44,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
44,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
44,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
45,"short_slow",1,"om","Deterministic","F1","SSB",15496.4
45,"short_slow",1,"om","Deterministic","F1","Recruit",18246.3
45,"short_slow",1,"om","Deterministic","F1","SPR",0.283748
45,"short_slow",1,"om","Deterministic","F1","F",0.161842
45,"short_slow",1,"om","Deterministic","F1","Depletion",0.340937
45,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
45,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
45,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
45,"short_slow",1,"om","Deterministic","F1","LN_R0",10
45,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
45,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
45,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
46,"short_slow",1,"om","Deterministic","F1","SSB",14442.8
46,"short_slow",1,"om","Deterministic","F1","Recruit",17906.2
46,"short_slow",1,"om","Deterministic","F1","SPR",0.27117
46,"short_slow",1,"om","Deterministic","F1","F",0.168571
46,"short_slow",1,"om","Deterministic","F1","Depletion",0.317758
46,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
46,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
46,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
46,"short_slow",1,"om","Deterministic","F1","LN_R0",10
46,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
46,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
46,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
47,"short_slow",1,"om","Deterministic","F1","SSB",13470
47,"short_slow",1,"om","Deterministic","F1","Recruit",17558.6
47,"short_slow",1,"om","Deterministic","F1","SPR",0.25944
47,"short_slow",1,"om","Deterministic","F1","F",0.175176
47,"short_slow",1,"om","Deterministic","F1","Depletion",0.296355
47,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
47,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
47,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
47,"short_slow",1,"om","Deterministic","F1","LN_R0",10
47,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
47,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
47,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
48,"short_slow",1,"om","Deterministic","F1","SSB",12571.4
48,"short_slow",1,"om","Deterministic","F1","Recruit",17204.2
48,"short_slow",1,"om","Deterministic","F1","SPR",0.248484
48,"short_slow",1,"om","Deterministic","F1","F",0.181662
48,"short_slow",1,"om","Deterministic","F1","Depletion",0.276585
48,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
48,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
48,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
48,"short_slow",1,"om","Deterministic","F1","LN_R0",10
48,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
48,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
48,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
49,"short_slow",1,"om","Deterministic","F1","SSB",11740.9
49,"short_slow",1,"om","Deterministic","F1","Recruit",16843.7
49,"short_slow",1,"om","Deterministic","F1","SPR",0.238234
49,"short_slow",1,"om","Deterministic","F1","F",0.188033
49,"short_slow",1,"om","Deterministic","F1","Depletion",0.258312
49,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
49,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
49,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
49,"short_slow",1,"om","Deterministic","F1","LN_R0",10
49,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
49,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
49,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
50,"short_slow",1,"om","Deterministic","F1","SSB",10972.4
50,"short_slow",1,"om","Deterministic","F1","Recruit",16477.6
50,"short_slow",1,"om","Deterministic","F1","SPR",0.228629
50,"short_slow",1,"om","Deterministic","F1","F",0.194291
50,"short_slow",1,"om","Deterministic","F1","Depletion",0.241405
50,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
50,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
50,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
50,"short_slow",1,"om","Deterministic","F1","LN_R0",10
50,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
50,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
50,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
51,"short_slow",1,"om","Deterministic","F1","SSB",10260.7
51,"short_slow",1,"om","Deterministic","F1","Recruit",16106.7
51,"short_slow",1,"om","Deterministic","F1","SPR",0.219617
51,"short_slow",1,"om","Deterministic","F1","F",0.200442
51,"short_slow",1,"om","Deterministic","F1","Depletion",0.225747
51,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
51,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
51,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
51,"short_slow",1,"om","Deterministic","F1","LN_R0",10
51,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
51,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
51,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
52,"short_slow",1,"om","Deterministic","F1","SSB",9600.69
52,"short_slow",1,"om","Deterministic","F1","Recruit",15731.3
52,"short_slow",1,"om","Deterministic","F1","SPR",0.211148
52,"short_slow",1,"om","Deterministic","F1","F",0.206489
52,"short_slow",1,"om","Deterministic","F1","Depletion",0.211226
52,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
52,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
52,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
52,"short_slow",1,"om","Deterministic","F1","LN_R0",10
52,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
52,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
52,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
53,"short_slow",1,"om","Deterministic","F1","SSB",8987.82
53,"short_slow",1,"om","Deterministic","F1","Recruit",15352.1
53,"short_slow",1,"om","Deterministic","F1","SPR",0.203179
53,"short_slow",1,"om","Deterministic","F1","F",0.212434
53,"short_slow",1,"om","Deterministic","F1","Depletion",0.197742
53,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
53,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
53,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
53,"short_slow",1,"om","Deterministic","F1","LN_R0",10
53,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
53,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
53,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
54,"short_slow",1,"om","Deterministic","F1","SSB",8417.97
54,"short_slow",1,"om","Deterministic","F1","Recruit",14969.4
54,"short_slow",1,"om","Deterministic","F1","SPR",0.195672
54,"short_slow",1,"om","Deterministic","F1","F",0.218282
54,"short_slow",1,"om","Deterministic","F1","Depletion",0.185205
54,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
54,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
54,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
54,"short_slow",1,"om","Deterministic","F1","LN_R0",10
54,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
54,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
54,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
55,"short_slow",1,"om","Deterministic","F1","SSB",7887.42
55,"short_slow",1,"om","Deterministic","F1","Recruit",14583.7
55,"short_slow",1,"om","Deterministic","F1","SPR",0.18859
55,"short_slow",1,"om","Deterministic","F1","F",0.224036
55,"short_slow",1,"om","Deterministic","F1","Depletion",0.173532
55,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
55,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
55,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
55,"short_slow",1,"om","Deterministic","F1","LN_R0",10
55,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
55,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
55,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
56,"short_slow",1,"om","Deterministic","F1","SSB",7392.82
56,"short_slow",1,"om","Deterministic","F1","Recruit",14195.4
56,"short_slow",1,"om","Deterministic","F1","SPR",0.18859
56,"short_slow",1,"om","Deterministic","F1","F",0.223132
56,"short_slow",1,"om","Deterministic","F1","Depletion",0.16265
56,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
56,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
56,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
56,"short_slow",1,"om","Deterministic","F1","LN_R0",10
56,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
56,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
56,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
57,"short_slow",1,"om","Deterministic","F1","SSB",6992.98
57,"short_slow",1,"om","Deterministic","F1","Recruit",13859
57,"short_slow",1,"om","Deterministic","F1","SPR",0.18859
57,"short_slow",1,"om","Deterministic","F1","F",0.222451
57,"short_slow",1,"om","Deterministic","F1","Depletion",0.153853
57,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
57,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
57,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
57,"short_slow",1,"om","Deterministic","F1","LN_R0",10
57,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
57,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
57,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
58,"short_slow",1,"om","Deterministic","F1","SSB",6666.86
58,"short_slow",1,"om","Deterministic","F1","Recruit",13568.2
58,"short_slow",1,"om","Deterministic","F1","SPR",0.18859
58,"short_slow",1,"om","Deterministic","F1","F",0.221961
58,"short_slow",1,"om","Deterministic","F1","Depletion",0.146678
58,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
58,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
58,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
58,"short_slow",1,"om","Deterministic","F1","LN_R0",10
58,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
58,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
58,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
59,"short_slow",1,"om","Deterministic","F1","SSB",6396.09
59,"short_slow",1,"om","Deterministic","F1","Recruit",13314.6
59,"short_slow",1,"om","Deterministic","F1","SPR",0.18859
59,"short_slow",1,"om","Deterministic","F1","F",0.221583
59,"short_slow",1,"om","Deterministic","F1","Depletion",0.140721
59,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
59,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
59,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
59,"short_slow",1,"om","Deterministic","F1","LN_R0",10
59,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
59,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
59,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
60,"short_slow",1,"om","Deterministic","F1","SSB",6165.78
60,"short_slow",1,"om","Deterministic","F1","Recruit",13089.5
60,"short_slow",1,"om","Deterministic","F1","SPR",0.18859
60,"short_slow",1,"om","Deterministic","F1","F",0.221247
60,"short_slow",1,"om","Deterministic","F1","Depletion",0.135654
60,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
60,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
60,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
60,"short_slow",1,"om","Deterministic","F1","LN_R0",10
60,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
60,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
60,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
61,"short_slow",1,"om","Deterministic","F1","SSB",5965.48
61,"short_slow",1,"om","Deterministic","F1","Recruit",12886.4
61,"short_slow",1,"om","Deterministic","F1","SPR",0.18859
61,"short_slow",1,"om","Deterministic","F1","F",0.220922
61,"short_slow",1,"om","Deterministic","F1","Depletion",0.131247
61,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
61,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
61,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
61,"short_slow",1,"om","Deterministic","F1","LN_R0",10
61,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
61,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
61,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
62,"short_slow",1,"om","Deterministic","F1","SSB",5788.93
62,"short_slow",1,"om","Deterministic","F1","Recruit",12701.4
62,"short_slow",1,"om","Deterministic","F1","SPR",0.196372
62,"short_slow",1,"om","Deterministic","F1","F",0.213416
62,"short_slow",1,"om","Deterministic","F1","Depletion",0.127363
62,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
62,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
62,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
62,"short_slow",1,"om","Deterministic","F1","LN_R0",10
62,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
62,"short_slow",1,"om","Deterministic","F1","Selex_shape",5.1
62,"short_slow",1,"om","Deterministic","F1","SSB0",22726.15
63,"short_slow",1,"om","Deterministic","F1","SSB",5686.86
63,"short_slow",1,"om","Deterministic","F1","Recruit",12591.8
63,"short_slow",1,"om","Deterministic","F1","SPR",0.204669
63,"short_slow",1,"om","Deterministic","F1","F",0.206107
63,"short_slow",1,"om","Deterministic","F1","Depletion",0.125117
63,"short_slow",1,"om","Deterministic","F1","SSBmsy",13073.3
63,"short_slow",1,"om","Deterministic","F1","MSY",2614.07
63,"short_slow",1,"om","Deterministic","F1","Fmsy",0.122338
63,"short_slow",1,"om","Deterministic","F1","LN_R0",10
63,"short_slow",1,"om","Deterministic","F1","Selex_peak",42
