"","lifehistory","Rest","SigmaR","Lyears","Nsamp","variable","year","mre","mare","pconverge"
"218","short_fast","R_biasadjusted","LowSigmaR","L75","N50","SSB",100,-0.0698160457400562,0.187129176912719,1
"219","short_fast","R_biasadjusted","LowSigmaR","L75","N50","SSB0",100,-0.0308002624032894,0.0464768300600552,1
"220","short_fast","R_biasadjusted","LowSigmaR","L75","N50","SSBmsy",100,-0.0300199943955104,0.0459662821784803,1
"221","short_fast","R_unadjusted","LowSigmaR","L1","N50","Depletion",100,0.0640340981710601,0.61982624921276,1
"222","short_fast","R_unadjusted","LowSigmaR","L1","N50","F",100,-0.163358440317502,0.741314728258544,1
"223","short_fast","R_unadjusted","LowSigmaR","L1","N50","Fmsy",100,-0.101332537788385,0.115589366215858,1
"224","short_fast","R_unadjusted","LowSigmaR","L1","N50","MSY",100,0.128147953318916,0.751266390009157,1
"225","short_fast","R_unadjusted","LowSigmaR","L1","N50","Recruit",100,0.230733363742898,1,1
"226","short_fast","R_unadjusted","LowSigmaR","L1","N50","Selex_peak",100,-0.0735642857142857,0.27604880952381,1
"227","short_fast","R_unadjusted","LowSigmaR","L1","N50","Selex_shape",100,-0.0356990196078431,0.179563725490196,1
"228","short_fast","R_unadjusted","LowSigmaR","L1","N50","SPR",100,0.385189822301826,0.447612174749741,1
"229","short_fast","R_unadjusted","LowSigmaR","L1","N50","SSB",100,0.219286869691693,1,1
"230","short_fast","R_unadjusted","LowSigmaR","L1","N50","SSB0",100,0.159494535519126,0.210787728363,1
"231","short_fast","R_unadjusted","LowSigmaR","L1","N50","SSBmsy",100,0.173258253368374,0.853613002415989,1
"232","short_fast","R_unadjusted","LowSigmaR","L10","N50","Depletion",100,-0.0932566362807024,0.213368987642032,1
"233","short_fast","R_unadjusted","LowSigmaR","L10","N50","F",100,-0.0264945309805652,0.207820509853099,1
"234","short_fast","R_unadjusted","LowSigmaR","L10","N50","Fmsy",100,0.000341421373640917,0.00852227525855207,1
"235","short_fast","R_unadjusted","LowSigmaR","L10","N50","MSY",100,0.0927036452549341,0.098893369961229,1
"236","short_fast","R_unadjusted","LowSigmaR","L10","N50","Recruit",100,0.265408385214115,0.327273544864957,1
